,NAV,Change,Maturity,Coupon,YTM,Duration
1950-01-01,13518.491892063108,0.027292101956105208,7.1115554325323425,0.02714904860717575,0.02085609370864202,6.506788410733096
1951-01-01,13887.439951074077,0.026463328629775074,7.12601169852551,0.027348054389487408,0.02216802463082573,6.516427821001529
1952-01-01,14254.947838325617,0.024599383181747925,7.1329655658177336,0.027545258904943092,0.02345870059137911,6.520148893722595
1953-01-01,14605.61076243642,0.060212030860570476,7.133534349261266,0.027775248006129735,0.02494919109270939,6.518335658564099
1954-01-01,15485.044248401722,0.02294561235523851,7.128342523848071,0.0268524325521362,0.019423447310763266,6.5267748115500375
1955-01-01,15840.358071029264,-0.003944938091372752,7.129016236764515,0.026621504271928866,0.020366014985001075,6.541741740040434
1956-01-01,15777.868839093877,-0.0036669695850082284,7.123072443974552,0.027454100706167626,0.02710568216406902,6.530253849734516
1957-01-01,15720.01187394467,0.06073699373127539,7.102306029938769,0.02865124076236417,0.03339968307355548,6.488846857080803
1958-01-01,16674.798136588022,-0.003917061582567993,7.1032939217017015,0.028575859307013854,0.028775386906289276,6.468118959702491
1959-01-01,16609.481925410117,-0.010647954004595728,7.110749865598767,0.030116461313940378,0.0349711337548676,6.443370698100636
1960-01-01,16432.624925828186,0.12278683646907607,7.110098740525129,0.03361509597466795,0.045574546984244964,6.3661779731465
1961-01-01,18450.334955353515,0.02578872410501787,7.0956260465592536,0.03302281693030203,0.03176457329376278,6.3258599010498795
1962-01-01,18926.145553162292,0.04995523651505107,7.123338690202051,0.03525667968256009,0.035086760878927876,6.318511890519761
1963-01-01,19871.605630588798,0.017538240861099785,7.144837574460293,0.03669871665290372,0.034425110944299835,6.318117225989791
1964-01-01,20220.11863643485,0.036997169006736996,7.146932565585665,0.03873476618067789,0.03895395877599705,6.303215837262659
1965-01-01,20968.205782963305,0.01444381255841276,7.154335049040406,0.03981370454702833,0.040346598225481166,6.29329769017455
1966-01-01,21271.066616978653,0.04408598316311285,7.163066732443622,0.04240522575497133,0.04592185471592243,6.2720336501354685
1967-01-01,22208.822501716226,0.008668204319313588,7.161842417593179,0.04315437929664142,0.046446079675201736,6.249508275645597
1968-01-01,22401.333112852473,0.019838872971190913,7.138915351551875,0.0448581475212242,0.05300565709520699,6.190533220581998
1969-01-01,22845.750314863686,-0.023793360149506726,7.147413488500704,0.04877590549327911,0.06039461993709974,6.121201736972994
1970-01-01,22302.173149736427,0.19595568722467327,7.151135675014625,0.05622666647851775,0.07689358269134261,5.9992740556503685
1971-01-01,26672.410815896685,0.09647637466170256,7.137281536846489,0.05342865627071793,0.054884380812012426,5.973070407986604
1972-01-01,29245.66831490198,0.016121349034209143,7.179259277138798,0.053731389018315305,0.048957995536612106,5.988892922325421
1973-01-01,29717.147941545227,0.008857138239601214,7.222578216468387,0.05875660326087103,0.059747035638657395,5.968892814730241
1974-01-01,29980.35682895017,0.07451318232604764,7.242908475012435,0.06487596248464306,0.07258551570946177,5.916144057607003
1975-01-01,32214.2886235457,0.09709870359153627,7.232238231961956,0.06667502345339045,0.07048294589614708,5.878617220840816
1976-01-01,35342.254286015566,0.10728851213731483,7.246391975199026,0.06699839580314222,0.06583032550918759,5.863068943001024
1977-01-01,39134.072163940815,0.02386502962280268,7.260604319652052,0.0668172090538683,0.06155270529399967,5.860145873740769
1978-01-01,40068.00795539416,0.0022231201252640442,7.253985523939166,0.07068748414679085,0.07314463930004741,5.800453105182713
1979-01-01,40157.08395025904,0.0005661550518107905,7.271518910910664,0.07944922501742296,0.09086078469056354,5.705241648204567
1980-01-01,40179.81908620347,0.01737600693863106,7.279139417459677,0.09151858077945098,0.11034812006966141,5.564627803083685
1981-01-01,40877.98390143828,0.10337255371275034,7.264732773668254,0.10572191821791145,0.12985124379308452,5.384353179910153
1982-01-01,45103.64548795865,0.35579583860616526,7.2250328166082936,0.11256258475775639,0.13256236630930948,5.228763326207685
1983-01-01,61151.33485854208,0.05936025786745747,7.248845459593985,0.09685323775900406,0.09428839246396788,5.3236152209857055
1984-01-01,64781.293864684376,0.14865998852703455,7.340479008753134,0.10474622862878834,0.10568440469770131,5.294054670626714
1985-01-01,74411.6802673748,0.19971580649211385,7.406963261437429,0.10497316397322994,0.1001079563888112,5.322570817614879
1986-01-01,89272.86900440688,0.18998387447691045,7.467990979329821,0.09884066586826085,0.08499498739365408,5.442225171978913
1987-01-01,106233.27454353379,0.020724155524231236,7.500000390225919,0.08944075438140177,0.06609071100922491,5.625716412678733
1988-01-01,108434.86944702233,0.04197545769814526,7.497287550842915,0.09267828977633001,0.07692526999621203,5.671034767357971
1989-01-01,112986.47272249972,0.13062911731360294,7.43829940936572,0.09581208268019305,0.08823275180583466,5.626016339446622
1990-01-01,127745.79592261734,0.10933425255404705,7.397716792829116,0.08855166657178215,0.08042774712251785,5.663371291503475
1991-01-01,141712.78703673853,0.16234783982101764,7.386950930952651,0.08442121992734403,0.07436817165584117,5.71046131419032
1992-01-01,164719.55188716896,0.10567722654695522,7.37261214234177,0.0753052347091723,0.05831037929268285,5.8010065080753135
1993-01-01,182126.65728866225,0.1034750571042089,7.381960722739155,0.07003506536536132,0.05253526108638246,5.8842403828788425
1994-01-01,200972.22355180525,-0.042845554428957766,7.377683017463184,0.0659967974481591,0.047233362070052715,5.9607911278396974
1995-01-01,192361.4572089077,0.16739154573866832,7.362756903224843,0.07376883081634791,0.06987852907004799,5.909766519178529
1996-01-01,224561.13887164945,0.028383691592830163,7.3149510234124655,0.06677219968466587,0.054495208336355454,5.946771283411527
1997-01-01,230935.01298111706,0.10272115602340182,7.301525288654643,0.06623571416705398,0.05977602919413706,5.964064771241343
1998-01-01,254656.92448081673,0.09753400137134727,7.273564458490949,0.06260212279703428,0.05393360177734812,5.985535181713122
1999-01-01,279494.6333023518,-0.029025176102645878,7.2638671938360115,0.057754001838115875,0.04606610842309546,6.0534311867931105
2000-01-01,271382.2523510066,0.12123215053841618,7.28168743869831,0.06100646247876084,0.0609880610664763,6.056714549477951
2001-01-01,304282.5064214783,0.12390852455326318,7.270065391541924,0.0577932479471413,0.05229765518447707,6.070622214112988
2002-01-01,341985.7028395325,0.10291014184240455,7.251799372514202,0.05274956313142766,0.03671080537061184,6.13178583673917
2003-01-01,377179.50002682325,0.050228285852699894,7.253481381217441,0.04808887969462601,0.02888342723964394,6.198019261131912
2004-01-01,396124.5797719489,0.021045264879588466,7.267487071546661,0.046497396206179674,0.02828680528537919,6.267901628491841
2005-01-01,404461.1264785652,0.0057601309311752225,7.26466262842177,0.045904876235830006,0.034563042306535556,6.2923129576035555
2006-01-01,406790.8755236524,0.0194593922801074,7.246706668906807,0.04691851734752314,0.043374566330449164,6.281177778061433
2007-01-01,414706.77874643554,0.12419811066113473,7.2243036320224645,0.04801417316907316,0.048387602064266816,6.258042573233118
2008-01-01,466212.5771451081,0.13967473445739698,7.187171945084948,0.04237876132785648,0.0338789168386556,6.274901984818961
2009-01-01,531330.6950585498,-0.007868345293959411,7.150008528301216,0.036751562338986125,0.015126273732891611,6.333230538862828
2010-01-01,527150.0016845496,0.05778009445435761,7.193258509625445,0.03585069574528696,0.021910445902463018,6.425994278953779
2011-01-01,557608.7785734977,0.09857554450833694,7.212575177479214,0.03514065275626792,0.020412740403109645,6.450368188296782
2012-01-01,612575.3675440089,0.026796030227465018,7.236229182742349,0.03235139837475701,0.011675538904134124,6.519468357312603
2013-01-01,628989.9556093187,-0.00818560829875492,7.233793950582682,0.03004432454418771,0.011504780192866423,6.602094892632066
2014-01-01,623841.2902088496,0.07302308652238287,7.197729027816714,0.02861012296283976,0.016795950098217487,6.622061969188871
2015-01-01,669396.1067200054,0.012075584457571509,7.154583349289916,0.025682324250620957,0.010974544711844397,6.603966573771739
2016-01-01,677479.4559422723,0.00916501171239914,7.102369181847332,0.024121101101799682,0.013042464929575965,6.597210887670839
2017-01-01,683688.5630908931,0.006380449646551378,7.120277173820312,0.024088897728528277,0.01607570112941114,6.624372591580968
2018-01-01,688050.8035416176,0.005348018016720912,7.126291018774248,0.02327881009215956,0.020785596116019094,6.6214781138767425
2019-01-01,691730.5116353774,0.07815225982962803,7.133072893683657,0.0229809934932168,0.025595633979009116,6.608205735563819
2020-01-01,745790.814312787,,7.113447296343397,0.02257762110113659,0.017183877027985506,6.591345511519702
